单价（元/平方米）,房屋所属市辖区,房屋地址（街道）,房屋户型,所在楼层,建筑面积（平方米）,户型结构,建筑类型,房屋朝向,建筑结构,装修情况,配备电梯,挂牌时间,交易权属,房屋用途
17900.0,成华,驷马桥,3室2厅1厨2卫,高楼层 (共21层),97.85,平层,板塔结合,东南,钢混结构,精装,有,2021-08-31,商品房,普通住宅
11600.0,成华,驷马桥,3室1厅1厨1卫,高楼层 (共11层),92.1,平层,板楼,东,钢混结构,简装,有,2021-10-26,经济适用房,普通住宅
9800.0,成华,龙潭寺,2室2厅1厨1卫,中楼层 (共29层),71.13,平层,板塔结合,南,钢混结构,精装,有,2021-12-01,经济适用房,普通住宅
7500.0,成华,万象城,1室1厅1厨1卫,高楼层 (共18层),45.04,平层,塔楼,东南 东,框架结构,简装,有,2021-11-29,商品房,普通住宅
13500.0,成华,新华公园,2室1厅1厨1卫,中楼层 (共27层),73.19,平层,塔楼,东南,钢混结构,简装,有,2021-11-28,商品房,普通住宅
10300.0,成华,万象城,2室1厅1厨1卫,中楼层 (共7层),80.23,平层,板楼,东 东南,混合结构,简装,无,2021-11-27,商品房,普通住宅
12000.0,成华,八里小区,2室2厅1厨1卫,低楼层 (共7层),77.14,平层,板楼,南,混合结构,精装,无,2021-11-19,商品房,普通住宅
7980.0,成华,万年场,2室1厅1厨1卫,低楼层 (共6层),71.89,平层,板楼,南,钢混结构,毛坯,无,2021-11-22,商品房,普通住宅
11680.0,成华,驷马桥,2室2厅1厨1卫,中楼层 (共18层),70.13,平层,塔楼,东,钢混结构,简装,有,2021-11-21,商品房,普通住宅
12400.0,成华,万年场,2室1厅1厨1卫,中楼层 (共34层),87.53,平层,板塔结合,西南,钢混结构,精装,有,2021-11-29,经济适用房,普通住宅
11300.0,成华,驷马桥,2室1厅1厨2卫,中楼层 (共17层),87.78,平层,板楼,东,钢混结构,精装,有,2021-07-04,商品房,普通住宅
11800.0,成华,动物园,3室2厅1厨1卫,中楼层 (共18层),72.54,平层,塔楼,南,钢混结构,精装,有,2021-11-18,商品房,普通住宅
12500.0,成华,理工大,3室1厅1厨1卫,中楼层 (共34层),69.31,平层,塔楼,南,框架结构,精装,有,2021-11-24,商品房,普通住宅
6880.0,成华,万年场,1室2厅1厨1卫,中楼层 (共12层),51,平层,塔楼,东南,钢混结构,简装,有,2021-11-27,商品房,普通住宅
10900.0,成华,动物园,2室1厅1厨1卫,中楼层 (共18层),77.67,平层,塔楼,东,框架结构,简装,有,2021-08-28,商品房,普通住宅
3750.0,成华,驷马桥,1室1厅1厨1卫,中楼层 (共5层),45.74,平层,板楼,东南,混合结构,简装,无,2021-09-17,已购公房,普通住宅
6400.0,成华,万年场,1室1厅1厨1卫,低楼层 (共33层),47.59,平层,板塔结合,东北,钢混结构,精装,有,2021-10-25,限价商品房,普通住宅
13600.0,成华,新华公园,2室2厅1厨1卫,中楼层 (共7层),89.34,平层,板楼,东,混合结构,简装,无,2021-10-12,商品房,普通住宅
11400.0,成华,万象城,1室1厅1厨1卫,低楼层 (共17层),49.07,平层,塔楼,东北,框架结构,精装,有,2021-05-09,商品房,普通住宅
7900.0,成华,建设路,2室1厅1厨1卫,中楼层 (共7层),68.78,平层,板塔结合,东南,砖混结构,精装,无,2021-08-12,商品房,普通住宅
7980.0,成华,万象城,1室1厅1厨1卫,高楼层 (共32层),44.1,平层,板塔结合,西北,框架结构,简装,有,2021-12-05,商品房,普通住宅
7800.0,成华,驷马桥,2室1厅1厨1卫,低楼层 (共6层),74.85,平层,板楼,东南,混合结构,简装,无,2021-03-17,商品房,普通住宅
7100.0,成华,龙潭寺,2室1厅1厨1卫,中楼层 (共32层),58.54,平层,塔楼,东,钢混结构,毛坯,有,2021-09-02,经济适用房,普通住宅
9200.0,成华,驷马桥,2室2厅1厨1卫,高楼层 (共11层),75.48,平层,塔楼,西北,钢混结构,简装,有,2021-05-30,经济适用房,普通住宅
10500.0,成华,驷马桥,2室1厅1厨1卫,低楼层 (共18层),87.2,平层,板楼,东,框架结构,简装,有,2021-09-27,经济适用房,普通住宅
6500.0,成华,驷马桥,1室1厅1厨1卫,中楼层 (共11层),53.96,平层,塔楼,东南,钢混结构,简装,有,2021-10-17,经济适用房,普通住宅
11800.0,成华,理工大,2室1厅1厨1卫,高楼层 (共26层),65.59,平层,塔楼,东,框架结构,精装,有,2021-12-07,商品房,普通住宅
7600.0,成华,理工大,1室1厅1厨1卫,高楼层 (共22层),55.14,平层,板楼,东南,钢混结构,精装,有,2021-08-18,商品房,普通住宅
17380.0,成华,万年场,2室1厅1厨1卫,低楼层 (共38层),84.87,平层,板塔结合,西南,钢混结构,精装,有,2021-09-28,商品房,普通住宅
12600.0,成华,理工大,2室1厅1厨1卫,中楼层 (共22层),85.57,平层,板楼,西南,钢混结构,精装,有,2021-10-13,商品房,普通住宅
13800.0,成华,理工大,2室1厅1厨1卫,中楼层 (共28层),76.73,平层,塔楼,南,钢混结构,精装,有,2021-06-05,商品房,普通住宅
12100.0,成华,理工大,2室1厅1厨1卫,高楼层 (共22层),85.48,平层,板塔结合,东,钢混结构,毛坯,有,2021-10-08,商品房,普通住宅
8500.0,成华,李家沱,2室2厅1厨1卫,中楼层 (共6层),83.7,平层,板楼,东南,混合结构,精装,无,2021-04-29,商品房,普通住宅
9800.0,成华,成渝立交,1室2厅1厨1卫,低楼层 (共34层),56.28,平层,塔楼,西,钢混结构,简装,有,2021-09-29,商品房,普通住宅
14500.0,成华,东郊记忆,2室1厅1厨1卫,低楼层 (共33层),88.18,平层,板塔结合,东南,钢混结构,简装,有,2021-10-12,商品房,普通住宅
15500.0,成华,东郊记忆,3室1厅1厨2卫,中楼层 (共33层),90.11,平层,板塔结合,东南,钢混结构,简装,有,2021-10-24,商品房,普通住宅
8100.0,成华,动物园,1室1厅1厨1卫,中楼层 (共18层),51.79,平层,板塔结合,南,钢混结构,精装,有,2021-10-08,商品房,普通住宅
8990.0,成华,驷马桥,2室1厅1厨1卫,中楼层 (共6层),74.58,平层,板楼,北,砖混结构,精装,无,2021-04-11,拆迁安置房,普通住宅
10700.0,成华,动物园,2室1厅1厨1卫,低楼层 (共31层),62.43,平层,塔楼,北,钢混结构,简装,有,2021-07-14,商品房,普通住宅
11970.0,成华,动物园,2室1厅1厨1卫,中楼层 (共18层),77.83,平层,板塔结合,东南,钢混结构,简装,有,2021-11-03,商品房,普通住宅
11200.0,成华,万象城,2室1厅1厨1卫,中楼层 (共33层),66.93,平层,板塔结合,西,框架结构,简装,有,2021-03-29,商品房,普通住宅
14300.0,成华,万年场,2室2厅1厨1卫,中楼层 (共26层),88.49,平层,塔楼,西北,钢混结构,精装,有,2021-09-29,商品房,普通住宅
12200.0,成华,万年场,2室2厅1厨1卫,高楼层 (共24层),72.03,平层,板塔结合,东南,钢混结构,精装,有,2021-09-06,商品房,普通住宅
11470.0,成华,万年场,2室2厅1厨1卫,中楼层 (共24层),64.89,平层,板塔结合,西北,钢混结构,简装,有,2021-05-14,商品房,普通住宅
7700.0,成华,动物园,1室1厅1厨1卫,低楼层 (共18层),51.72,平层,板塔结合,东,钢混结构,简装,有,2021-11-04,商品房,普通住宅
16200.0,成华,动物园,3室1厅1厨1卫,中楼层 (共18层),86.31,平层,板塔结合,南,钢混结构,精装,有,2021-10-27,商品房,普通住宅
6980.0,成华,万象城,1室1厅1厨1卫,高楼层 (共12层),53.21,平层,塔楼,西,框架结构,精装,有,2021-10-31,商品房,普通住宅
12300.0,成华,新华公园,2室1厅1厨1卫,中楼层 (共7层),96.55,平层,板楼,南,混合结构,简装,无,2021-11-13,商品房,普通住宅
9200.0,成华,龙潭寺,2室2厅1厨1卫,中楼层 (共11层),79.82,平层,板楼,南,钢混结构,精装,有,2021-10-22,商品房,普通住宅
7100.0,成华,八里小区,2室1厅1厨1卫,高楼层 (共7层),74.87,平层,板楼,东南,砖混结构,简装,无,2021-05-20,商品房,普通住宅
5600.0,成华,李家沱,2室1厅1厨1卫,低楼层 (共7层),64.18,平层,板楼,东南,砖混结构,简装,无,2021-04-19,商品房,普通住宅
13900.0,成华,万象城,3室1厅1厨1卫,低楼层 (共33层),81.3,平层,塔楼,西,钢混结构,简装,有,2021-07-10,商品房,普通住宅
17000.0,成华,李家沱,2室2厅1厨1卫,中楼层 (共12层),110.65,平层,板塔结合,东南,框架结构,简装,有,2021-10-05,商品房,普通住宅
11500.0,成华,动物园,2室2厅1厨1卫,低楼层 (共18层),70.77,平层,板塔结合,南,钢混结构,精装,有,2021-10-01,商品房,普通住宅
5400.0,成华,李家沱,2室1厅1厨1卫,高楼层 (共7层),60.37,平层,板楼,西南,砖混结构,简装,无,2021-05-15,商品房,普通住宅
3900.0,成华,李家沱,1室1厅1厨1卫,高楼层 (共7层),36.26,平层,板楼,东南,混合结构,精装,无,2021-02-18,商品房,普通住宅
7600.0,成华,新华公园,2室1厅1厨1卫,中楼层 (共7层),73.2,平层,板楼,东 西,未知结构,简装,无,2021-01-04,商品房,普通住宅
12600.0,成华,动物园,2室1厅1厨1卫,高楼层 (共20层),66.81,平层,塔楼,东,钢混结构,精装,有,2021-09-01,商品房,普通住宅
12700.0,成华,动物园,2室2厅1厨1卫,低楼层 (共18层),73.56,平层,塔楼,东,框架结构,精装,有,2021-10-07,商品房,普通住宅
11300.0,成华,SM广场,2室1厅1厨1卫,中楼层 (共31层),69.71,平层,板楼,南,框架结构,简装,有,2021-09-12,商品房,普通住宅
13800.0,成华,驷马桥,2室2厅1厨1卫,中楼层 (共22层),75.89,平层,板塔结合,东南,框架结构,精装,有,2021-11-03,限价商品房,普通住宅
8280.0,成华,龙潭寺,2室1厅1厨1卫,中楼层 (共11层),81.26,平层,板楼,南,钢混结构,简装,有,2021-09-01,商品房,普通住宅
10500.0,成华,八里小区,2室2厅1厨1卫,中楼层 (共7层),78.04,平层,板楼,东南,钢混结构,精装,无,2021-03-30,商品房,普通住宅
16500.0,成华,驷马桥,3室2厅1厨1卫,高楼层 (共20层),83.87,平层,板塔结合,东南,钢混结构,精装,有,2021-09-20,商品房,普通住宅
16800.0,成华,驷马桥,3室2厅1厨1卫,低楼层 (共21层),84.87,平层,板塔结合,北,钢混结构,精装,有,2021-09-23,商品房,普通住宅
12600.0,成华,驷马桥,2室1厅1厨1卫,低楼层 (共18层),81.57,平层,塔楼,南,钢混结构,简装,有,2021-09-11,商品房,普通住宅
14200.0,成华,驷马桥,2室1厅1厨1卫,中楼层 (共20层),84.68,平层,板塔结合,东,钢混结构,毛坯,有,2021-07-02,商品房,普通住宅
11300.0,成华,动物园,2室2厅1厨1卫,高楼层 (共18层),71.32,平层,板楼,南,钢混结构,简装,有,2021-09-09,商品房,普通住宅
8400.0,成华,李家沱,2室2厅1厨1卫,高楼层 (共7层),98.91,平层,板楼,南 北,砖混结构,简装,无,2020-12-25,已购公房,普通住宅
19200.0,成华,八里小区,3室1厅1厨1卫,高楼层 (共33层),88.75,平层,板塔结合,东 东北,钢混结构,精装,有,2021-11-25,商品房,普通住宅
15800.0,成华,SM广场,3室1厅1厨1卫,低楼层 (共31层),93.14,平层,板楼,南,框架结构,精装,有,2021-10-16,商品房,普通住宅
12800.0,成华,万年场,2室2厅1厨1卫,低楼层 (共25层),84.76,平层,塔楼,北 南,钢混结构,简装,有,2021-09-27,商品房,普通住宅
15200.0,成华,八里小区,3室2厅1厨1卫,低楼层 (共11层),92.79,平层,板楼,南 北,钢混结构,精装,有,2021-08-21,商品房,普通住宅
17200.0,成华,东郊记忆,3室2厅1厨2卫,低楼层 (共33层),90.3,平层,板塔结合,西南,钢混结构,简装,有,2021-10-24,商品房,普通住宅
14000.0,成华,动物园,3室2厅1厨1卫,中楼层 (共34层),77.61,平层,板塔结合,西南,钢混结构,简装,有,2021-10-05,商品房,普通住宅
11300.0,成华,新华公园,3室2厅1厨1卫,中楼层 (共7层),112.2,平层,板楼,南 北,钢混结构,简装,无,2021-07-28,商品房,普通住宅
12200.0,成华,八里小区,2室2厅1厨1卫,低楼层 (共6层),75.49,平层,平房,东南 西北,框架结构,简装,无,2021-07-23,商品房,普通住宅
9800.0,成华,SM广场,2室2厅1厨1卫,中楼层 (共7层),79.52,平层,板楼,南,砖混结构,简装,无,2021-12-12,商品房,普通住宅
5500.0,成华,八里小区,1室1厅1厨1卫,低楼层 (共7层),50.19,平层,板楼,东南,砖混结构,简装,无,2020-10-17,商品房,普通住宅
12000.0,成华,新华公园,3室1厅1厨1卫,低楼层 (共7层),104.19,平层,板楼,西南,钢混结构,简装,无,2021-11-10,商品房,普通住宅
16670.0,成华,驷马桥,3室1厅1厨1卫,高楼层 (共21层),92.68,平层,板塔结合,东南,钢混结构,精装,有,2021-07-15,商品房,普通住宅
8300.0,成华,八里小区,2室2厅1厨2卫,高楼层 (共7层),94.26,平层,板楼,东,砖混结构,精装,无,2021-04-29,商品房,普通住宅
16900.0,成华,驷马桥,3室2厅1厨2卫,中楼层 (共18层),109.95,平层,板塔结合,东北,框架结构,精装,有,2021-09-24,商品房,普通住宅
15200.0,成华,驷马桥,3室1厅1厨1卫,中楼层 (共18层),88.55,平层,板塔结合,北,框架结构,精装,有,2021-12-08,商品房,普通住宅
18200.0,成华,万象城,3室2厅1厨1卫,中楼层 (共33层),99.86,平层,塔楼,西,框架结构,精装,有,2020-09-13,拆迁安置房,普通住宅
11700.0,成华,万象城,2室2厅1厨1卫,高楼层 (共33层),66.44,平层,塔楼,东,钢混结构,简装,有,2021-10-24,拆迁安置房,普通住宅
14150.0,成华,龙潭寺,3室1厅1厨1卫,低楼层 (共27层),78.2,平层,板塔结合,南,钢混结构,精装,有,2021-08-30,商品房,普通住宅
10000.0,成华,猛追湾,2室1厅1厨1卫,低楼层 (共6层),73.31,平层,板楼,南,砖混结构,简装,无,2021-10-28,商品房,普通住宅
5300.0,成华,万年场,1室1厅1厨1卫,低楼层 (共6层),44.68,平层,板楼,东,砖混结构,毛坯,无,2021-04-27,商品房,普通住宅
5550.0,成华,动物园,2室1厅1厨1卫,低楼层 (共6层),68.23,平层,板楼,东南,钢混结构,毛坯,无,2021-01-17,商品房,普通住宅
2900.0,成华,建设路,1室0厅1厨1卫,高楼层 (共7层),39.01,平层,板塔结合,东南,钢混结构,精装,无,2020-12-14,商品房,普通住宅
13500.0,成华,驷马桥,2室2厅1厨1卫,中楼层 (共18层),81.5,平层,塔楼,南 西,钢混结构,精装,有,2021-10-01,商品房,普通住宅
5050.0,成华,李家沱,2室1厅1厨1卫,高楼层 (共6层),57.28,平层,板楼,东南,砖混结构,简装,无,2021-09-10,商品房,普通住宅
12300.0,成华,动物园,2室1厅1厨1卫,低楼层 (共18层),78.3,平层,板塔结合,东,钢混结构,简装,有,2021-09-30,商品房,普通住宅
14300.0,成华,东郊记忆,2室1厅1厨2卫,低楼层 (共28层),85.93,平层,板塔结合,东南,钢混结构,简装,有,2021-11-14,商品房,普通住宅
14400.0,成华,动物园,3室2厅1厨1卫,高楼层 (共18层),92.63,平层,板塔结合,东南,框架结构,简装,有,2021-06-04,商品房,普通住宅
13000.0,成华,龙潭寺,3室2厅1厨2卫,高楼层 (共15层),108.57,平层,塔楼,南,钢混结构,精装,有,2021-06-18,商品房,普通住宅
35800.0,成华,新华公园,4室2厅1厨2卫,中楼层 (共45层),154.34,平层,板塔结合,东南,钢混结构,精装,有,2021-09-23,商品房,普通住宅
12000.0,成华,理工大,2室1厅1厨1卫,中楼层 (共23层),64.97,平层,板塔结合,西南,钢混结构,精装,有,2021-11-20,商品房,普通住宅
10900.0,成华,动物园,2室1厅1厨1卫,高楼层 (共18层),71.74,平层,板塔结合,南,钢混结构,简装,有,2021-12-02,商品房,普通住宅
5200.0,成华,新华公园,2室1厅1厨1卫,中楼层 (共7层),54.87,平层,板楼,东南,砖混结构,简装,无,2021-12-02,商品房,普通住宅
10200.0,成华,驷马桥,2室1厅1厨1卫,高楼层 (共23层),73.98,平层,板楼,西南,钢混结构,精装,有,2021-12-01,商品房,普通住宅
11200.0,成华,万象城,2室1厅1厨1卫,中楼层 (共32层),62.55,平层,板塔结合,西,框架结构,简装,有,2021-11-27,商品房,普通住宅
14200.0,成华,八里小区,2室2厅1厨1卫,中楼层 (共18层),88.65,平层,板楼,西,框架结构,简装,有,2021-11-23,商品房,普通住宅
7600.0,成华,理工大,1室1厅1厨1卫,中楼层 (共22层),55.12,平层,板楼,东南,钢混结构,简装,有,2021-11-25,商品房,普通住宅
13100.0,成华,驷马桥,2室1厅1厨1卫,低楼层 (共21层),79.05,平层,板塔结合,西南 西北,钢混结构,简装,有,2021-11-19,商品房,普通住宅
13080.000000000002,成华,动物园,3室2厅1厨1卫,中楼层 (共33层),71.25,平层,板塔结合,西,钢混结构,简装,有,2021-11-23,商品房,普通住宅
6200.0,成华,理工大,2室1厅1厨1卫,高楼层 (共5层),64.29,平层,板楼,东南,砖混结构,简装,无,2021-11-23,商品房,普通住宅
14000.0,成华,动物园,3室1厅1厨1卫,低楼层 (共31层),71.33,平层,塔楼,南,钢混结构,精装,有,2021-11-25,商品房,普通住宅
6780.0,成华,万年场,1室2厅1厨1卫,低楼层 (共13层),51,平层,塔楼,东南,钢混结构,简装,有,2021-11-29,商品房,普通住宅
8000.0,成华,驷马桥,1室1厅1厨1卫,低楼层 (共21层),49.88,平层,板塔结合,南,框架结构,简装,有,2021-04-23,商品房,普通住宅
18000.0,成华,东郊记忆,2室1厅1厨1卫,低楼层 (共40层),77,平层,板塔结合,北,框架结构,精装,有,2021-04-11,商品房,普通住宅
5600.0,成华,动物园,1室1厅1厨1卫,高楼层 (共18层),49.08,平层,板楼,东北,框架结构,精装,有,2021-12-04,商品房,普通住宅
12500.0,成华,万象城,2室2厅1厨1卫,中楼层 (共7层),88.36,平层,板楼,南 北,钢混结构,精装,无,2021-09-17,商品房,普通住宅
11900.0,成华,万年场,2室1厅1厨1卫,低楼层 (共17层),76.83,平层,板楼,北,框架结构,精装,有,2021-04-03,拆迁安置房,普通住宅
10300.0,成华,驷马桥,2室1厅1厨1卫,低楼层 (共18层),78.41,平层,板塔结合,西南,框架结构,简装,有,2021-10-07,商品房,普通住宅
11950.0,成华,动物园,2室1厅1厨1卫,高楼层 (共33层),62.73,平层,塔楼,南,钢混结构,简装,有,2021-11-08,商品房,普通住宅
14600.0,成华,新华公园,2室1厅1厨1卫,中楼层 (共27层),67.96,平层,塔楼,东,钢混结构,精装,有,2021-09-16,拆迁安置房,普通住宅
10380.0,成华,动物园,2室2厅1厨1卫,低楼层 (共18层),71.64,平层,板塔结合,南,钢混结构,简装,有,2021-10-18,商品房,普通住宅
12900.0,成华,万象城,2室1厅1厨1卫,高楼层 (共32层),70.39,平层,板塔结合,东南,框架结构,精装,有,2021-09-20,商品房,普通住宅
6600.0,成华,万年场,1室2厅1厨1卫,低楼层 (共18层),49.61,平层,塔楼,西,钢混结构,简装,有,2021-07-21,经济适用房,普通住宅
6100.0,成华,新华公园,2室1厅1厨1卫,低楼层 (共6层),55.38,平层,板楼,东南,钢混结构,简装,无,2021-10-26,商品房,普通住宅
6100.0,成华,八里小区,2室1厅1厨1卫,低楼层 (共7层),57.75,平层,塔楼,东南,砖混结构,简装,有,2021-04-30,商品房,普通住宅
7500.0,成华,李家沱,2室1厅1厨1卫,中楼层 (共7层),63.18,跃层,板楼,东南,混合结构,精装,无,2021-07-29,商品房,普通住宅
10800.0,成华,龙潭寺,2室2厅1厨1卫,高楼层 (共33层),80.37,平层,塔楼,东北,钢混结构,精装,有,2021-10-27,商品房,普通住宅
5700.0,成华,驷马桥,2室1厅1厨1卫,中楼层 (共6层),56.75,平层,板塔结合,东,砖混结构,简装,无,2021-10-17,商品房,普通住宅
10800.0,成华,驷马桥,2室1厅1厨1卫,中楼层 (共21层),71.71,平层,塔楼,西北,钢混结构,简装,有,2021-10-27,商品房,普通住宅
12000.0,成华,理工大,2室1厅1厨1卫,中楼层 (共23层),69.89,平层,板塔结合,东南,钢混结构,简装,有,2021-12-08,商品房,普通住宅
13500.0,成华,驷马桥,2室2厅1厨1卫,中楼层 (共18层),88.97,平层,塔楼,东,钢混结构,简装,有,2021-11-13,商品房,普通住宅
7200.0,成华,龙潭寺,1室2厅1厨1卫,中楼层 (共29层),61.46,平层,板塔结合,西南 南,钢混结构,精装,有,2021-10-28,经济适用房,普通住宅
6800.0,成华,新华公园,2室1厅1厨1卫,中楼层 (共6层),60.42,平层,板楼,东南,砖混结构,简装,无,2021-03-07,商品房,普通住宅
10800.0,成华,动物园,2室2厅1厨1卫,高楼层 (共18层),74.66,平层,塔楼,东,框架结构,精装,有,2021-11-01,商品房,普通住宅
5000.0,成华,猛追湾,1室1厅1厨1卫,中楼层 (共4层),40,平层,板楼,东,砖混结构,精装,无,2021-09-25,商品房,普通住宅
